time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
12:10:50.699,839,109,46,50,819,130,880,82,835,631,851,89,836,110,-112,387,802,147,928,1,833,626,880,-22,
12:10:50.793,767,564,783,589,63,45,834,635,852,108,801,149,767,565,783,590,59,44,834,636,852,106,801,148,
12:10:50.906,784,591,70,40,768,565,685,156,836,637,849,118,784,591,67,39,768,565,684,155,836,637,849,117,
12:10:51.007,769,565,785,592,57,46,91,257,852,112,685,155,770,566,786,593,55,44,88,256,853,110,685,155,
12:10:51.100,862,666,35,51,786,594,770,565,802,157,853,111,862,666,33,50,786,594,770,565,802,156,853,110,
12:10:51.194,33,51,863,667,788,594,803,156,87,256,334,141,31,50,863,667,788,594,803,155,85,255,333,140,
12:10:51.285,863,668,32,50,787,595,86,256,333,140,803,156,863,667,32,50,787,594,86,256,333,140,802,156,
12:10:51.380,864,668,32,51,787,595,86,256,333,140,803,156,863,667,32,51,786,594,85,256,332,140,802,156,
12:10:51.473,863,668,32,51,787,595,86,256,803,156,333,140,862,667,31,50,786,594,85,255,802,156,332,139,
12:10:51.566,863,668,32,51,86,256,786,595,333,140,687,388,863,667,31,50,85,255,785,594,332,139,686,387,
12:10:51.658,863,668,32,50,333,140,86,256,785,592,687,388,863,667,32,49,333,139,86,255,785,591,687,387,
12:10:51.750,863,668,33,50,86,256,333,140,786,595,687,387,863,668,32,50,85,255,332,139,785,594,686,386,
12:10:51.843,863,668,333,140,32,50,687,387,86,256,400,293,862,667,333,139,32,49,687,387,86,256,400,293,
12:10:51.937,863,668,333,140,32,50,687,387,785,592,86,256,863,667,333,140,32,50,687,387,785,591,86,256,
12:10:52.030,863,668,333,140,32,50,687,387,86,256,785,592,862,667,333,140,32,50,687,386,86,256,785,591,
12:10:52.122,864,668,33,50,333,140,687,387,86,256,373,638,863,668,32,49,332,139,686,387,85,256,372,638,
12:10:52.215,863,668,333,140,32,50,687,387,86,256,785,592,863,668,333,140,32,50,687,386,86,255,785,592,
12:10:52.308,863,668,33,50,333,140,687,387,86,256,161,369,862,668,33,49,332,139,686,386,85,256,160,368,
12:10:52.402,863,668,333,140,33,50,687,387,86,256,866,644,862,667,332,140,32,49,686,387,85,256,865,644,
12:10:52.496,863,668,333,140,33,50,687,387,866,644,86,256,862,667,332,140,32,50,686,386,866,644,85,255,
12:10:52.589,863,668,333,140,32,50,687,387,86,256,866,644,862,668,333,140,32,49,687,387,86,256,865,643,
12:10:52.681,863,668,33,50,333,140,687,387,786,592,86,256,862,667,32,49,332,140,686,386,786,592,85,256,
12:10:52.773,863,668,333,140,32,50,687,387,86,256,867,644,863,668,332,139,31,50,686,387,85,256,866,644,
12:10:52.866,863,668,333,140,32,50,687,387,86,256,786,592,863,668,333,139,32,49,686,386,85,255,786,591,
12:10:52.959,863,668,333,140,32,50,687,387,86,256,866,644,862,667,333,140,31,50,686,386,85,255,865,644,
12:10:53.052,863,668,333,140,32,50,687,387,86,256,785,592,862,667,332,139,32,49,687,387,86,256,784,591,
12:10:53.144,863,668,333,140,32,50,687,387,86,256,785,592,863,668,332,139,31,49,686,387,86,256,785,592,
12:10:53.237,863,668,32,50,333,140,687,387,86,256,785,592,862,667,32,49,333,140,686,387,85,255,784,591,
12:10:53.330,863,668,333,140,32,50,687,387,86,256,785,592,862,668,332,139,31,50,687,386,85,256,784,592,
12:10:53.425,863,668,333,140,32,50,687,387,785,592,86,256,863,667,332,140,32,49,686,386,785,591,86,256,
12:10:53.518,863,668,333,140,32,50,687,387,86,256,785,592,862,668,333,140,31,50,686,386,85,255,785,592,
12:10:53.612,863,668,333,140,32,50,687,387,86,256,400,293,862,667,332,139,31,49,686,387,85,256,399,292,
12:10:53.705,863,668,32,50,333,140,687,387,86,256,785,592,863,667,32,50,333,139,687,386,86,255,785,591,
12:10:53.799,864,668,333,140,33,50,687,387,86,256,785,592,864,667,332,139,32,49,687,386,86,255,785,591,
12:10:53.893,864,668,333,140,32,50,687,387,86,256,786,592,863,668,333,140,32,50,687,387,86,256,785,591,
12:10:53.985,864,668,33,50,333,140,687,387,86,256,786,592,864,667,32,49,332,139,687,386,85,255,786,591,
12:10:54.078,864,668,333,140,32,50,688,387,161,369,373,637,864,667,333,140,32,50,688,386,161,368,373,636,
12:10:54.172,33,50,863,667,688,387,334,140,373,637,786,592,33,49,862,665,688,386,334,139,373,635,786,590,
12:10:54.267,864,666,33,50,688,386,87,255,334,140,401,292,862,665,34,50,687,385,88,255,334,140,401,291,
12:10:54.359,35,50,862,665,335,140,88,255,688,386,803,155,35,50,861,664,334,140,88,255,687,385,802,155,
12:10:54.453,862,664,687,386,35,50,335,140,374,634,88,255,859,662,685,386,36,51,335,141,373,633,88,255,
12:10:54.545,859,663,36,52,335,141,686,386,89,256,671,413,855,660,37,53,335,141,684,385,90,256,669,412,
12:10:54.639,38,53,856,661,335,142,684,386,90,256,374,631,39,55,852,658,335,143,682,385,91,256,375,628,
12:10:54.732,852,657,682,386,793,159,40,54,668,413,92,257,848,653,680,385,790,160,43,56,667,412,94,257,
12:10:54.825,850,654,805,162,776,586,681,386,670,414,48,56,844,651,801,162,771,584,677,385,666,413,48,56,
12:10:54.923,845,652,43,58,677,385,335,146,400,294,94,258,842,648,47,60,676,384,337,147,401,294,98,258,
12:10:55.017,842,648,784,163,47,61,337,147,98,258,677,385,838,645,781,164,51,63,338,148,101,258,675,384,
12:10:55.110,839,645,675,384,52,62,662,410,339,149,716,446,835,641,673,383,55,64,661,409,340,150,714,444,
12:10:55.203,836,642,674,384,105,259,766,577,714,445,341,150,832,638,672,383,109,259,763,574,711,443,343,151,
12:10:55.298,673,383,61,67,832,638,343,152,109,260,712,444,670,382,64,69,826,634,343,153,111,260,708,442,
12:10:55.389,64,70,111,260,758,572,728,459,827,634,663,273,65,71,112,260,756,570,726,457,824,631,661,273,
12:10:55.481,669,382,66,71,407,296,345,155,825,632,755,567,666,381,70,73,407,296,346,157,819,628,750,564,
12:10:55.574,70,75,116,261,740,545,667,382,346,157,733,609,72,77,118,261,736,542,664,381,346,158,730,606,
12:10:55.669,73,77,664,381,119,262,749,565,873,128,652,406,76,79,661,380,121,262,744,562,866,131,649,405,
12:10:55.762,76,80,661,381,121,263,346,160,745,563,867,131,79,81,659,380,123,263,347,161,743,561,863,133,
12:10:55.854,79,83,660,381,743,561,348,162,124,264,808,597,81,85,657,380,739,558,348,163,125,264,803,593,
12:10:55.947,81,85,125,264,657,381,804,614,646,405,348,163,84,87,127,264,654,380,799,610,644,404,348,164,
12:10:56.041,349,165,85,87,655,380,128,265,800,611,737,556,349,166,88,89,652,379,130,265,795,607,733,553,
12:10:56.134,88,89,653,380,130,265,733,554,796,608,562,360,91,91,651,379,133,265,730,551,792,604,561,359,
12:10:56.227,92,91,844,143,352,168,652,379,134,266,792,584,93,92,840,144,352,168,650,378,134,266,788,582,
12:10:56.319,93,93,135,266,352,169,650,379,728,550,788,582,96,95,138,266,353,170,649,378,726,547,785,579,
12:10:56.415,716,528,726,548,104,93,789,600,837,147,354,171,714,526,724,546,108,95,786,597,833,149,356,172,
12:10:56.508,725,546,108,94,355,172,786,597,834,149,714,526,722,544,112,95,357,173,782,594,831,150,711,524,
12:10:56.600,712,525,106,99,357,173,146,268,642,280,721,544,708,523,107,100,356,173,146,268,639,280,717,542,
12:10:56.689,114,98,714,530,660,281,678,429,357,174,734,202,115,98,713,528,659,281,677,428,357,174,732,202,
12:10:56.820,109,101,718,541,358,175,148,268,825,153,733,202,107,102,713,539,355,176,146,268,818,154,727,203,
12:10:56.912,107,103,704,521,356,176,818,155,673,427,714,539,110,104,703,519,358,176,816,156,673,426,713,537,
12:10:57.006,358,177,119,102,704,520,673,426,713,538,150,269,359,177,122,103,703,519,672,425,712,536,152,269,
12:10:57.099,360,178,122,103,672,425,727,204,713,536,152,269,360,178,124,104,671,424,725,204,712,534,153,269,
12:10:57.190,361,179,121,105,712,535,672,425,726,205,814,159,360,179,120,105,710,534,670,425,724,205,811,159,
12:10:57.282,116,108,670,425,724,205,701,518,360,179,154,270,117,108,669,424,723,205,700,517,360,179,154,269,
12:10:57.375,117,108,669,424,709,534,155,270,811,160,360,179,114,107,667,424,707,534,152,270,809,160,357,178,
12:10:57.469,115,108,667,424,358,179,698,517,809,160,152,270,116,107,667,423,359,178,698,516,809,159,153,269,
12:10:57.562,117,108,668,424,359,179,722,205,810,160,708,533,115,107,667,423,357,178,720,204,808,159,707,532,
12:10:57.655,115,108,358,179,667,424,707,533,808,160,721,205,117,109,359,180,667,424,707,532,807,161,721,206,
12:10:57.752,118,109,707,533,667,423,360,181,155,270,721,206,119,109,706,531,666,421,361,181,156,269,720,205,
12:10:57.845,127,107,698,515,667,422,361,181,720,206,157,270,129,108,697,514,666,421,362,181,719,206,159,270,
12:10:57.937,666,422,130,108,362,181,805,163,705,530,159,270,664,421,132,108,362,181,803,163,703,529,160,270,
12:10:58.029,363,182,125,112,695,513,719,207,665,422,803,164,361,182,123,112,693,512,716,207,662,421,800,164,
12:10:58.120,123,112,361,182,160,271,701,529,710,93,663,422,125,113,362,182,162,271,699,527,709,94,661,421,
12:10:58.212,126,114,161,271,709,95,362,183,692,512,662,421,127,115,162,271,706,96,362,183,689,510,660,420,
12:10:58.305,127,115,698,526,707,96,363,184,162,271,795,167,129,116,695,524,705,97,363,185,163,271,791,168,
12:10:58.397,130,117,363,185,696,524,705,98,165,272,792,169,132,118,364,185,694,522,704,99,167,272,789,170,
12:10:58.488,132,118,687,508,167,272,364,186,704,99,789,170,133,119,684,506,168,272,364,187,701,100,785,171,
12:10:58.579,134,120,365,187,786,172,702,100,685,506,169,273,137,122,366,188,782,173,700,102,682,504,171,273,
12:10:58.671,683,505,145,120,366,189,700,103,783,174,664,319,680,503,147,121,366,190,698,104,779,175,662,319,
12:10:58.762,140,124,367,190,680,504,699,104,173,274,663,319,140,124,366,190,678,503,696,105,173,274,661,319,
12:10:58.854,140,125,686,517,366,190,174,274,661,319,718,541,144,127,684,515,368,191,177,275,660,319,715,539,
12:10:58.945,677,502,4,478,145,128,368,192,177,275,622,316,673,500,7,476,145,129,366,193,177,275,619,316,
12:10:59.037,674,500,8,477,145,129,367,193,178,276,712,537,671,498,12,475,146,130,366,194,179,276,709,535,
12:10:59.127,13,476,147,131,368,195,671,498,709,535,690,111,16,474,149,132,368,195,669,496,706,533,689,112,
12:10:59.219,157,130,670,498,18,468,616,317,368,195,181,277,158,131,667,496,22,466,613,317,367,196,182,277,
12:10:59.309,151,134,667,496,182,277,614,317,23,467,369,197,154,136,665,493,184,277,612,317,29,464,370,198,
12:10:59.400,29,465,665,494,369,198,154,136,701,529,719,545,36,463,663,492,370,199,158,138,699,526,716,542,
12:10:59.490,36,463,166,136,663,492,612,317,371,199,716,542,38,461,167,136,660,490,610,316,371,199,712,540,
12:10:59.580,160,139,371,200,661,491,40,462,610,317,620,494,163,140,372,201,659,489,45,460,608,317,619,493,
12:10:59.672,163,141,45,460,192,279,609,318,666,502,679,122,166,143,51,458,195,279,608,318,665,500,677,123,
12:10:59.763,51,459,374,203,174,141,609,318,665,501,710,536,52,458,373,203,175,141,607,318,662,500,707,534,
12:10:59.853,167,145,54,458,607,318,373,203,196,280,707,535,169,146,58,456,606,318,374,203,198,280,705,533,
12:10:59.945,170,146,58,457,375,204,606,318,198,280,675,127,172,147,61,455,375,204,605,317,199,280,673,128,
12:11:00.038,172,147,62,455,376,205,605,318,674,128,654,485,173,148,63,454,375,205,603,318,672,129,651,484,
12:11:00.128,63,455,180,145,604,318,651,484,376,206,673,129,67,454,182,145,604,317,651,483,377,206,672,129,
