time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
12:04:31.802,867,128,889,103,44,48,936,73,914,97,886,669,848,147,901,85,-98,108,932,74,912,98,881,823,
12:04:31.900,808,589,65,43,877,661,827,620,712,191,874,128,807,589,64,42,876,661,826,620,711,191,873,127,
12:04:32.005,808,589,79,37,827,620,877,661,46,52,925,84,809,590,76,36,828,621,878,662,43,50,926,82,
12:04:32.100,829,622,79,35,810,590,44,50,717,156,926,83,830,623,76,33,811,591,41,48,717,155,928,80,
12:04:32.192,831,624,812,591,97,264,38,50,354,142,76,34,830,625,811,592,92,263,33,48,351,140,71,32,
12:04:32.285,832,625,913,708,33,49,847,156,93,264,722,402,832,626,914,710,30,47,848,154,89,263,722,402,
12:04:32.379,30,48,832,627,914,710,848,155,867,127,722,402,30,48,831,626,913,709,847,155,866,127,721,401,
12:04:32.473,914,710,31,48,722,402,833,626,848,155,139,324,913,709,30,48,721,401,832,625,847,155,138,323,
12:04:32.567,30,48,914,710,833,626,722,402,849,154,139,324,29,48,914,709,832,625,721,401,848,154,139,323,
12:04:32.661,30,48,913,709,722,402,833,626,849,155,924,98,30,48,912,708,722,401,832,625,848,155,923,98,
12:04:32.752,31,48,913,709,831,626,387,676,722,402,849,155,31,48,912,708,830,625,386,675,721,401,848,155,
12:04:32.845,31,48,387,676,722,402,913,709,831,626,924,97,31,47,387,675,722,401,913,708,831,625,924,96,
12:04:32.939,32,48,722,402,913,709,387,676,831,626,924,97,32,48,721,401,912,708,387,675,830,625,923,97,
12:04:33.034,32,48,722,402,913,709,387,675,848,156,786,673,31,47,721,401,912,709,386,675,847,155,785,673,
12:04:33.126,32,48,387,675,722,402,913,709,848,156,786,673,31,48,387,674,722,402,913,709,848,156,786,672,
12:04:33.219,32,48,722,402,387,675,913,709,848,156,91,263,31,47,721,402,386,675,912,708,847,156,90,263,
12:04:33.312,32,48,387,675,722,402,913,709,848,156,924,97,31,48,386,675,721,401,912,708,847,155,923,96,
12:04:33.406,32,48,722,402,387,675,913,709,848,156,786,673,31,47,722,401,387,675,913,708,847,156,786,673,
12:04:33.500,32,48,722,402,387,675,913,709,848,156,786,673,32,48,722,402,387,674,913,709,848,155,785,673,
12:04:33.593,32,48,387,675,913,709,722,402,848,156,91,263,31,47,386,675,912,708,721,401,847,155,90,263,
12:04:33.686,32,48,387,675,722,402,913,709,848,156,831,626,32,48,386,674,722,402,913,709,847,156,830,625,
12:04:33.778,32,48,387,675,913,709,722,402,848,156,786,673,31,47,386,675,912,709,721,401,848,155,785,673,
12:04:33.871,32,48,722,402,387,675,913,709,786,673,848,156,31,47,721,401,387,674,912,708,785,672,847,156,
12:04:33.965,32,48,722,402,387,675,913,709,848,156,786,673,31,48,721,401,386,674,912,708,848,155,786,673,
12:04:34.057,32,48,722,402,387,675,913,709,848,156,786,673,32,47,722,402,387,675,913,709,848,155,786,673,
12:04:34.150,32,48,722,402,913,709,387,675,848,156,786,673,31,47,721,401,912,709,386,675,847,156,785,672,
12:04:34.243,32,48,722,402,387,675,913,709,848,156,786,673,31,48,721,401,386,674,913,709,848,155,785,672,
12:04:34.336,32,48,913,709,722,402,387,675,848,156,831,626,32,47,912,708,722,402,387,674,847,155,830,625,
12:04:34.429,32,48,913,709,722,402,387,675,848,156,323,460,31,48,912,708,721,401,387,675,848,155,322,460,
