time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
12:38:48.765,551,563,654,114,497,189,205,240,645,391,598,288,-48,284,714,834,1416,-7,1432,79,744,808,1199,835,
12:38:48.869,403,449,326,408,332,245,412,288,648,419,573,220,403,448,326,408,332,244,412,287,648,419,573,219,
12:38:48.976,403,449,326,407,491,351,413,289,647,404,653,119,400,450,322,407,489,351,410,288,646,405,653,115,
12:38:49.072,328,327,397,614,408,288,478,679,393,693,414,206,325,326,395,615,406,287,476,680,391,695,412,205,
12:38:49.168,654,114,497,189,482,517,479,599,397,371,392,697,654,111,494,187,479,518,477,601,394,371,389,700,
12:38:49.259,573,217,599,294,650,385,558,485,566,554,598,484,572,216,598,293,649,385,557,485,565,554,597,484,
12:38:49.351,599,310,568,481,496,262,565,402,599,404,522,251,598,309,567,481,495,261,564,402,598,404,521,250,
12:38:49.442,599,310,568,481,566,223,496,262,565,403,659,88,599,309,568,480,566,222,496,261,565,402,659,88,
12:38:49.533,568,481,599,310,572,226,565,403,568,702,496,262,568,480,599,309,572,225,565,402,568,701,496,261,
12:38:49.626,568,481,599,322,566,302,569,232,599,404,566,402,568,480,599,321,566,301,569,231,599,403,566,401,
12:38:49.718,566,302,599,322,557,485,599,403,569,232,478,347,566,301,599,321,556,484,599,402,569,231,478,346,
12:38:49.807,566,302,599,322,557,485,569,232,524,166,566,402,565,301,598,322,556,485,568,232,523,165,565,402,
12:38:49.898,566,302,599,322,568,481,524,166,569,232,599,404,565,302,598,322,567,481,523,166,568,231,598,404,
12:38:49.988,566,302,568,481,599,322,524,166,566,402,569,232,565,302,567,480,598,322,523,165,565,402,568,231,
12:38:50.079,566,302,478,347,557,485,599,322,524,166,599,403,565,302,477,347,556,484,598,322,523,166,598,402,
12:38:50.169,566,302,557,485,599,403,478,347,340,302,569,232,566,301,557,485,599,402,478,346,340,301,568,232,
12:38:50.260,566,302,568,481,478,347,340,302,599,403,524,166,565,301,567,480,477,347,339,302,598,403,523,165,
12:38:50.352,478,347,566,302,557,485,524,166,599,403,599,322,478,346,565,301,556,484,523,165,598,402,599,322,
12:38:50.442,478,347,599,403,566,302,568,481,524,166,569,232,477,346,598,403,565,302,567,480,524,165,569,231,
12:38:50.533,478,347,568,481,566,302,524,166,599,403,486,431,477,347,568,481,565,302,523,165,598,402,485,430,
12:38:50.623,478,347,566,302,568,481,599,403,524,166,508,246,477,346,566,302,567,480,599,403,523,165,508,246,
12:38:50.714,478,347,566,302,568,481,486,431,599,403,340,302,477,346,565,301,567,481,485,430,598,402,339,301,
12:38:50.802,566,302,478,347,568,481,340,302,486,431,599,403,566,302,478,346,568,480,339,301,486,430,598,403,
12:38:50.893,566,302,557,485,478,347,599,403,340,302,599,309,565,301,556,485,477,346,599,402,340,302,599,308,
12:38:50.984,568,481,566,302,485,348,599,403,604,292,584,451,568,481,565,302,485,347,598,403,603,291,583,450,
12:38:51.074,568,481,566,302,478,347,599,403,340,302,604,292,567,480,566,301,477,346,598,402,340,301,604,292,
12:38:51.165,568,481,604,292,478,347,566,302,599,403,649,426,567,481,604,291,477,346,565,301,599,402,648,426,
12:38:51.255,568,481,566,302,604,292,340,302,478,347,599,403,567,481,566,301,603,292,340,302,478,346,598,402,
12:38:51.347,568,481,566,302,604,292,478,347,599,403,340,302,568,480,565,302,603,291,477,346,598,402,339,301,
12:38:51.437,568,481,566,302,604,292,340,302,599,404,478,347,568,480,566,302,604,292,340,302,599,404,478,347,
12:38:51.527,566,302,568,481,589,702,604,292,599,403,478,347,566,301,568,480,589,701,603,291,598,403,478,346,
12:38:51.619,566,302,557,485,604,292,478,347,599,403,589,702,566,302,557,485,604,292,478,347,599,402,589,702,
12:38:51.711,568,481,566,302,589,702,604,292,340,302,599,404,568,481,566,302,589,702,604,292,340,302,599,404,
12:38:51.802,566,302,568,481,478,347,604,292,340,302,599,403,566,302,568,480,478,347,604,292,340,302,599,403,
12:38:51.892,566,481,566,302,569,701,605,292,593,483,493,347,566,480,566,302,569,700,605,291,593,482,493,346,
12:38:51.984,585,451,569,480,605,292,600,403,341,302,569,701,584,445,569,474,605,287,599,397,341,297,568,693,
12:38:52.077,600,304,569,693,597,284,569,476,573,216,600,399,598,301,567,688,595,281,567,472,571,213,598,395,
12:38:52.167,565,294,598,286,496,254,567,472,565,393,522,243,564,292,596,285,495,253,566,468,564,390,521,242,
12:38:52.258,597,300,564,468,597,392,564,293,582,440,478,337,596,302,564,468,596,393,563,295,581,440,479,339,
12:38:52.352,522,246,587,682,567,469,597,394,497,257,564,296,521,248,586,680,566,469,596,394,497,259,563,297,
12:38:52.443,564,539,567,469,586,680,601,283,582,441,596,395,561,539,564,469,583,679,598,284,579,441,593,395,
12:38:52.534,564,469,579,442,561,299,593,306,593,395,642,378,563,468,578,442,560,300,592,307,592,395,640,378,
12:38:52.625,583,677,564,469,592,396,579,442,561,395,561,301,581,671,563,468,590,396,577,441,560,395,560,303,
12:38:52.716,591,397,591,310,496,266,577,441,560,395,560,303,587,394,587,309,494,266,573,437,557,392,557,302,
12:38:52.806,560,465,581,466,564,213,587,295,495,266,573,438,558,462,579,463,562,214,585,294,494,266,571,435,
12:38:52.897,586,392,586,309,558,462,556,391,517,257,573,435,582,390,582,309,555,458,553,389,515,258,569,432,
12:38:52.989,546,390,556,459,494,268,583,391,444,271,553,534,541,388,551,455,491,269,577,389,442,272,548,528,
12:38:53.081,550,640,566,431,552,455,550,389,513,261,578,390,547,631,562,428,548,451,546,387,509,263,573,388,
12:38:53.172,573,388,545,387,547,452,567,454,561,428,573,311,571,386,544,385,546,449,565,451,559,426,571,311,
12:38:53.262,542,586,547,449,545,386,546,625,559,426,572,387,538,578,543,445,541,384,542,616,555,423,567,385,
12:38:53.354,543,446,567,386,541,384,555,423,541,503,505,197,540,442,563,384,538,382,551,420,538,497,503,200,
12:38:53.445,540,442,563,384,538,383,552,420,503,201,413,487,537,440,560,383,535,382,549,418,501,203,413,484,
12:38:53.535,561,383,536,382,538,440,550,419,534,566,502,204,557,381,533,380,535,436,546,416,531,559,500,208,
12:38:53.626,547,416,535,437,557,381,526,380,474,467,437,457,544,413,533,434,554,379,524,378,474,463,437,453,
12:38:53.717,555,380,544,414,531,380,491,499,534,434,531,495,552,377,541,410,529,377,490,493,532,430,528,489,
12:38:53.808,542,411,552,378,523,377,474,459,530,480,531,431,538,409,548,377,520,376,472,457,526,477,528,429,
12:38:53.898,539,410,549,378,526,377,526,487,488,491,489,436,537,407,547,376,525,375,524,482,487,486,488,432,
12:38:53.989,525,376,537,408,547,376,375,469,524,536,489,433,523,374,535,406,544,374,377,465,522,530,488,430,
12:38:54.079,545,375,518,374,495,224,536,406,538,562,378,465,542,374,515,373,492,225,533,404,535,558,377,462,
12:38:54.171,533,404,542,374,521,374,520,520,521,476,530,53,530,402,539,373,519,373,518,515,519,472,528,60,
12:38:54.254,492,228,531,403,520,373,379,460,540,374,518,522,492,230,530,401,519,371,382,456,538,372,517,517,
12:38:54.333,519,465,492,231,519,372,530,401,386,474,517,511,515,463,488,232,515,371,526,400,384,472,513,508,
12:38:54.415,535,372,515,463,569,121,569,72,572,18,489,232,534,370,514,459,567,125,566,77,569,24,489,234,
12:38:54.496,567,74,515,460,514,504,517,539,466,436,534,371,565,77,513,458,512,501,515,536,464,434,532,370,
12:38:54.578,508,370,565,129,532,371,465,435,387,467,488,236,507,369,563,132,530,370,464,433,388,465,487,237,
12:38:54.659,512,457,511,500,521,80,564,85,531,370,567,34,510,454,509,496,519,84,561,89,529,369,564,39,
12:38:54.740,515,708,564,40,438,85,560,131,511,454,519,85,513,703,562,43,437,87,558,133,509,452,517,87,
12:38:54.821,564,91,518,88,446,43,418,352,389,461,510,368,562,95,516,92,446,48,419,351,390,458,509,367,
12:38:54.900,508,491,558,97,555,215,513,94,556,137,513,696,507,489,556,100,553,216,511,97,554,139,512,691,
12:38:54.982,438,96,557,57,556,144,560,99,512,691,500,452,437,98,555,60,554,146,558,101,510,686,498,450,
12:38:55.063,493,6,558,102,405,53,497,493,446,55,557,57,492,12,556,106,406,58,496,489,446,60,555,62,
12:38:55.144,505,484,498,448,555,146,447,61,438,103,510,105,505,482,498,446,554,148,447,64,438,106,509,107,
12:38:55.224,514,106,556,69,552,152,552,111,499,441,550,222,513,109,554,73,550,155,550,114,497,439,548,223,
12:38:55.305,552,152,554,113,447,69,513,110,440,110,552,73,551,153,552,115,446,71,512,112,440,112,550,75,
12:38:55.386,551,154,498,438,547,225,496,484,553,116,501,560,548,157,496,436,544,226,494,481,550,119,498,556,
12:38:55.466,546,157,447,76,510,119,492,30,409,74,496,437,544,158,446,78,508,121,490,32,408,76,495,435,
12:38:55.546,546,120,549,83,446,78,489,33,543,228,495,441,544,122,547,85,445,80,488,36,541,229,493,439,
12:38:55.627,544,164,446,81,398,116,544,125,508,121,545,86,543,166,446,84,399,119,542,128,507,124,543,89,
12:38:55.708,527,5,542,163,489,41,543,128,494,433,446,85,526,8,541,164,488,43,542,129,493,431,446,87,
12:38:55.790,507,126,439,126,453,5,489,44,543,127,527,8,506,128,439,128,453,9,488,48,541,129,526,12,
12:38:55.870,488,48,543,167,526,12,544,92,439,129,447,91,487,50,542,168,525,14,543,94,439,130,447,93,
12:38:55.951,525,16,541,134,447,93,488,50,544,97,506,133,523,19,539,136,446,95,486,53,542,99,504,135,
12:38:56.030,541,97,539,136,523,19,453,16,487,54,491,428,540,98,538,137,522,21,453,18,487,56,491,426,
12:38:56.111,447,97,540,171,487,56,505,134,523,21,539,135,446,98,538,172,485,58,503,135,521,23,537,136,
12:38:56.191,522,24,446,99,540,103,491,426,540,138,486,58,521,28,446,102,538,106,490,424,538,140,485,61,
12:38:56.273,521,28,539,106,486,61,471,364,446,102,539,141,520,31,538,108,485,63,471,363,446,104,538,143,
12:38:56.353,536,142,521,31,503,143,536,179,539,109,491,424,534,144,519,35,502,145,534,181,537,112,489,423,
12:38:56.433,485,68,534,179,502,143,490,423,535,146,446,108,483,70,532,180,500,144,489,421,533,147,445,109,
12:38:56.514,533,146,534,180,518,38,535,113,484,70,489,422,531,147,532,181,516,40,533,114,483,72,487,421,
12:38:56.595,483,72,451,37,517,40,534,115,445,111,499,147,482,75,450,40,515,43,532,117,444,113,498,149,
12:38:56.676,533,118,516,44,531,183,482,76,533,151,451,41,532,119,515,46,530,184,482,78,532,152,451,43,
