time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
14:53:38.220,354,121,369,576,618,292,670,485,275,306,669,447,472,174,435,430,489,957,546,-338,354,301,491,-265,
14:53:38.312,356,570,359,124,644,314,617,290,611,567,612,131,355,570,358,123,644,314,616,289,610,567,611,130,
14:53:38.399,355,572,356,123,617,293,617,384,614,566,618,314,354,572,355,122,617,292,617,384,613,566,618,314,
14:53:38.491,355,122,354,573,618,293,669,483,646,315,617,384,353,121,352,573,617,292,668,467,646,315,616,384,
14:53:38.574,354,121,352,574,617,292,617,384,646,315,617,314,353,120,351,574,617,291,617,384,646,315,617,314,
14:53:38.658,352,574,353,121,617,292,617,384,646,315,618,314,351,574,352,120,616,291,616,384,645,314,617,313,
14:53:38.740,353,120,352,574,617,292,646,315,617,384,657,385,353,119,352,574,617,291,646,314,617,384,657,385,
14:53:38.821,353,120,352,574,617,292,646,315,657,384,617,384,353,120,352,573,616,291,645,315,656,383,616,383,
14:53:38.903,353,120,352,574,617,292,646,315,617,384,617,314,353,120,352,573,617,292,646,315,617,384,616,314,
14:53:38.985,352,574,353,120,617,292,646,315,617,384,617,314,351,573,352,120,616,291,645,315,616,383,616,314,
14:53:39.066,353,120,352,574,617,292,646,315,617,384,657,385,352,120,352,573,616,292,645,315,616,384,657,385,
14:53:39.148,352,574,353,120,617,292,617,384,646,315,617,314,352,573,353,120,616,291,616,383,646,315,616,314,
14:53:39.228,352,574,353,120,617,292,617,384,646,315,617,314,351,574,352,119,616,292,617,384,645,314,616,313,
14:53:39.310,352,574,617,292,353,120,617,384,646,315,617,314,351,574,616,292,352,119,617,384,645,314,617,313,
14:53:39.391,353,120,617,292,352,574,646,315,617,384,617,314,352,120,617,292,351,574,645,315,616,384,617,313,
14:53:39.472,353,120,617,292,352,574,646,315,617,384,617,314,353,119,616,291,352,574,646,314,616,383,617,313,
14:53:39.554,352,574,617,292,353,120,617,384,646,315,617,314,351,573,617,292,352,120,617,384,645,314,616,313,
14:53:39.636,353,120,617,292,352,574,646,315,617,384,617,314,353,120,617,292,351,574,645,315,617,383,617,314,
14:53:39.718,617,292,353,120,352,574,617,384,646,315,617,314,616,291,352,119,351,574,617,384,645,314,616,313,
14:53:39.799,353,120,617,292,352,574,646,315,617,384,617,314,353,119,617,292,352,573,646,315,616,383,617,313,
14:53:39.881,352,574,353,120,617,292,646,315,617,384,617,314,351,573,353,120,616,291,645,314,617,383,616,313,
14:53:39.962,353,120,352,574,617,292,646,315,617,384,617,314,352,120,351,573,616,292,645,314,616,384,616,313,
14:53:40.043,617,292,353,120,352,574,646,315,617,314,617,384,617,291,353,119,352,573,646,314,617,314,617,383,
14:53:40.125,353,120,617,292,352,574,617,384,646,315,617,314,352,119,616,291,351,573,616,383,645,314,616,313,
14:53:40.206,617,292,353,120,352,574,617,314,646,315,617,384,616,292,352,120,351,574,616,313,645,315,616,384,
14:53:40.287,353,120,617,292,352,574,617,314,617,384,646,315,352,120,616,292,351,574,616,314,616,384,645,314,
14:53:40.369,617,292,353,120,352,574,646,315,617,314,617,384,616,291,352,120,351,574,645,315,616,313,616,383,
14:53:40.450,617,292,353,120,352,574,646,315,617,314,617,384,617,292,353,119,352,573,646,315,617,314,616,383,
14:53:40.530,617,292,353,120,352,574,646,315,617,384,617,314,616,291,352,120,351,574,645,315,616,384,616,313,
14:53:40.612,617,292,353,120,352,574,617,314,646,315,657,385,617,292,353,120,352,573,617,313,645,314,657,385,
14:53:40.691,617,292,353,120,352,574,646,315,617,314,617,384,616,292,352,119,351,574,645,314,616,314,616,384,
14:53:40.772,617,292,353,120,352,574,646,315,617,314,617,384,617,291,352,120,352,574,646,315,617,314,617,383,
14:53:40.853,617,292,353,120,352,574,617,314,646,315,617,384,617,291,353,120,352,573,617,313,646,314,617,383,
14:53:40.937,352,574,353,120,617,292,646,315,617,384,617,314,352,573,353,119,617,292,646,314,617,384,617,314,
14:53:41.019,353,120,353,574,618,292,646,314,618,314,617,384,353,119,353,574,619,292,647,314,619,314,618,384,
14:53:41.100,354,120,619,292,353,575,648,315,619,314,619,385,351,119,617,292,350,576,646,315,617,314,617,385,
14:53:41.183,617,292,351,120,351,576,647,315,617,385,657,385,617,291,350,118,350,577,648,314,618,385,658,385,
14:53:41.263,350,118,618,292,351,578,648,315,658,386,618,314,349,117,618,292,348,579,648,315,657,386,618,314,
14:53:41.344,618,292,348,580,618,315,618,386,350,117,658,386,620,292,348,581,619,315,619,386,351,116,660,386,
14:53:41.426,351,117,620,292,620,315,349,581,649,315,620,386,348,116,620,292,620,315,347,583,649,315,620,386,
14:53:41.507,620,292,349,116,650,316,347,583,620,387,661,388,621,291,349,115,651,316,348,583,621,387,662,388,
14:53:41.589,622,293,349,116,348,584,651,316,622,388,622,315,622,292,348,115,347,585,651,316,622,388,622,315,
14:53:41.671,622,292,349,115,652,316,347,585,622,316,622,388,622,292,348,114,652,316,346,585,622,316,622,388,
14:53:41.753,348,114,622,292,347,586,652,316,622,388,622,316,347,113,622,292,346,587,652,316,622,388,622,316,
14:53:41.835,348,114,623,293,347,588,623,389,623,316,664,389,347,113,623,292,346,588,623,389,623,315,664,389,
14:53:41.918,347,113,624,293,653,316,624,316,346,588,624,389,346,112,625,293,654,316,624,316,345,589,624,389,
