time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
14:55:25.481,318,10,747,544,749,491,322,699,288,12,685,271,416,157,705,-269,688,-259,372,658,390,160,673,853,
14:55:25.579,319,13,299,691,676,27,295,18,685,274,322,696,319,15,301,688,673,29,297,20,684,327,377,691,
14:55:25.677,299,691,295,19,319,13,675,28,321,697,681,677,299,690,295,19,318,13,674,28,321,696,680,676,
14:55:25.773,319,13,298,691,322,695,675,27,681,677,295,19,316,10,294,694,319,698,675,23,681,680,292,16,
14:55:25.859,685,271,747,544,749,491,732,403,686,403,322,698,685,270,747,544,749,491,732,403,686,403,321,699,
14:55:25.942,685,270,747,545,720,303,319,10,749,491,686,403,684,269,747,545,720,302,318,9,749,491,685,403,
14:55:26.025,685,270,720,303,287,12,748,545,733,403,685,303,685,269,720,302,286,11,748,545,733,403,685,302,
14:55:26.108,685,270,287,11,317,9,733,403,748,546,320,701,684,270,286,10,316,8,732,403,747,546,319,701,
14:55:26.192,685,270,287,11,317,9,720,303,733,403,291,699,685,269,287,11,317,9,720,303,733,402,291,698,
14:55:26.274,685,270,287,11,320,701,733,403,317,9,291,699,684,269,286,10,319,700,732,402,316,8,290,698,
14:55:26.358,685,270,287,11,317,9,720,303,320,701,733,403,685,269,287,10,317,8,720,302,320,700,733,402,
14:55:26.440,685,270,287,11,733,403,317,9,721,303,291,699,685,269,287,10,732,402,317,8,720,302,290,698,
14:55:26.523,685,270,287,11,733,403,721,303,317,9,748,545,684,269,287,10,732,402,721,303,317,9,746,519,
14:55:26.605,685,270,733,403,721,303,287,11,685,303,686,331,684,269,732,402,720,303,286,11,684,303,685,330,
14:55:26.687,685,270,733,403,721,303,685,303,287,11,686,403,685,269,733,402,721,303,685,303,287,11,686,402,
14:55:26.770,685,270,733,403,721,303,287,11,686,403,685,303,684,269,732,402,720,303,286,10,685,402,684,303,
14:55:26.851,685,270,721,303,733,403,287,11,685,303,686,403,685,270,721,302,733,402,287,11,685,302,686,403,
14:55:26.933,685,270,733,403,721,303,685,303,287,11,686,403,684,270,733,403,720,302,684,303,286,11,685,402,
14:55:27.015,685,270,733,403,721,303,685,303,686,403,287,11,685,269,732,402,720,302,685,302,685,403,287,10,
14:55:27.099,685,270,733,403,721,303,685,303,287,11,686,403,685,270,733,403,720,303,684,303,286,11,686,402,
14:55:27.181,685,270,733,403,721,303,685,303,287,11,686,403,684,270,732,402,720,302,684,302,287,10,685,402,
14:55:27.263,685,270,733,403,685,303,721,303,686,403,686,331,684,269,733,403,685,303,720,303,685,403,685,330,
14:55:27.346,685,270,733,403,721,303,685,303,686,403,287,11,684,269,732,402,721,303,684,303,686,402,286,10,
14:55:27.430,685,270,733,403,721,303,685,303,287,11,748,545,684,269,732,403,720,302,684,302,287,11,747,545,
14:55:27.514,685,270,733,403,287,11,721,303,685,303,686,331,685,270,733,403,286,11,720,303,685,302,685,330,
14:55:27.599,685,270,733,403,721,303,686,403,686,331,287,11,684,270,732,402,720,302,686,402,685,331,286,10,
14:55:27.683,685,270,733,403,721,303,686,403,685,303,686,331,684,270,733,403,720,302,685,403,685,303,685,331,
14:55:27.766,685,270,733,403,721,303,685,303,686,403,287,11,685,269,732,403,721,303,685,303,685,402,287,10,
14:55:27.849,685,270,733,403,721,303,685,303,287,11,686,331,685,270,732,402,720,302,685,302,286,11,685,331,
14:55:27.931,685,270,733,403,685,303,721,303,686,403,686,331,684,269,733,402,684,303,721,303,686,402,686,330,
14:55:28.013,685,270,733,403,721,303,685,303,686,403,287,11,684,270,732,402,720,303,684,302,685,403,286,11,
14:55:28.095,685,270,733,403,721,303,686,403,685,303,748,545,685,270,732,403,721,302,686,402,685,302,747,544,
14:55:28.176,685,270,733,403,721,303,685,303,686,403,686,331,684,269,732,402,721,303,684,302,685,403,686,330,
14:55:28.259,685,270,733,403,721,303,685,303,686,403,686,331,685,270,733,402,721,302,685,302,686,402,686,330,
14:55:28.341,685,270,733,403,721,303,287,11,685,303,686,403,684,269,732,402,720,302,286,10,684,302,685,403,
