time,p1t0x,p1t0y,p2t0x,p2t0y,p3t0x,p3t0y,p4t0x,p4t0y,p5t0x,p5t0y,p6t0x,p6t0y,p1t1x,p1t1y,p2t1x,p2t1y,p3t1x,p3t1y,p4t1x,p4t1y,p5t1x,p5t1y,p6t1x,p6t1y
11:55:16.023,644,218,657,200,625,456,638,474,140,412,216,155,1397,745,980,800,1363,118,1347,-118,585,877,114,757,
11:55:16.124,624,453,133,419,637,472,152,407,222,156,646,215,623,453,130,419,636,472,149,407,219,155,645,214,
11:55:16.239,131,419,624,454,149,407,220,156,645,479,663,205,129,419,624,454,147,407,218,155,645,479,663,204,
11:55:16.330,130,419,585,311,218,155,668,197,624,454,642,220,127,419,584,310,216,154,667,196,623,454,641,219,
11:55:16.421,128,420,217,155,584,311,643,218,658,200,624,455,127,420,216,154,584,310,643,217,658,199,624,455,
11:55:16.513,127,420,216,155,624,455,585,311,649,211,650,480,127,420,216,155,624,454,585,311,649,210,650,479,
11:55:16.603,128,420,217,155,585,311,624,455,649,211,668,197,127,420,216,154,584,311,623,455,648,210,667,196,
11:55:16.693,127,420,216,155,624,455,584,310,649,211,648,476,127,419,216,155,624,454,584,310,649,211,648,475,
11:55:16.785,128,420,585,311,216,155,624,455,650,480,649,211,128,419,585,311,216,155,624,454,650,479,649,211,
11:55:16.876,128,420,585,311,217,155,624,455,642,220,594,465,127,420,585,311,216,155,623,454,641,220,594,464,
11:55:16.967,585,310,210,157,128,420,594,465,387,210,230,273,584,309,209,156,127,419,593,464,386,209,229,273,
11:55:17.057,209,157,128,420,585,310,594,465,387,210,230,273,209,156,128,419,585,309,594,465,387,209,230,273,
11:55:17.148,128,420,585,310,209,158,594,465,387,210,624,455,128,420,585,310,209,158,594,465,387,210,624,454,
11:55:17.238,128,420,585,310,210,157,594,465,387,210,641,219,127,420,584,310,209,157,593,465,386,210,640,219,
11:55:17.328,128,420,585,310,210,157,594,465,387,210,624,455,127,420,584,309,209,156,593,465,386,210,623,454,
11:55:17.418,128,420,585,310,209,157,594,465,387,210,624,455,128,420,585,309,209,156,594,464,387,209,624,455,
11:55:17.509,128,420,585,310,209,158,594,465,387,210,624,455,127,420,584,310,208,158,593,465,387,210,623,455,
11:55:17.600,128,420,585,310,209,158,594,465,387,210,624,455,127,419,584,309,208,157,593,465,386,209,623,454,
11:55:17.691,128,420,585,310,209,157,594,465,387,210,624,455,128,419,585,310,209,156,594,464,387,210,624,455,
11:55:17.782,128,420,585,310,209,158,594,465,387,210,624,455,127,420,584,309,208,158,593,465,386,209,623,454,
11:55:17.872,128,420,585,310,209,158,594,465,387,210,624,455,127,420,584,310,208,157,593,464,386,209,623,454,
11:55:17.961,128,420,585,310,209,158,594,465,387,210,624,455,128,419,585,310,209,158,594,465,387,210,624,455,
11:55:18.051,128,420,585,310,209,158,594,465,387,210,624,455,127,420,584,309,208,158,593,464,386,209,623,454,
11:55:18.143,128,420,585,310,209,158,594,465,387,210,624,455,127,420,585,309,208,158,593,465,386,210,623,454,
11:55:18.233,128,420,585,310,209,158,594,465,387,210,624,455,128,419,584,310,209,158,594,465,387,209,624,455,
11:55:18.323,128,420,585,310,209,157,594,465,624,455,387,210,127,419,584,310,208,157,593,464,623,455,386,210,
11:55:18.414,128,420,585,310,209,157,594,465,387,210,624,455,127,420,585,309,208,156,593,465,386,209,623,454,
11:55:18.506,128,420,585,310,209,158,594,465,387,210,624,454,127,419,584,309,208,157,593,464,386,210,623,454,
11:55:18.595,128,420,585,310,209,157,594,465,387,210,624,455,128,419,585,309,209,157,594,465,387,209,624,455,
11:55:18.685,128,420,585,310,209,157,594,465,624,455,387,210,127,419,584,310,208,157,593,465,623,454,387,209,
11:55:18.777,128,420,585,310,209,158,594,465,624,455,387,210,127,419,584,309,208,157,593,464,623,454,386,209,
11:55:18.867,128,420,209,157,585,310,594,465,624,455,387,210,128,419,209,156,585,309,594,464,624,454,387,209,
11:55:18.957,128,420,209,157,585,310,594,465,624,454,387,210,127,420,208,156,584,309,593,464,623,453,386,209,
11:55:19.048,128,420,209,157,585,310,594,465,624,454,387,210,127,420,208,156,584,309,593,464,623,453,386,209,
11:55:19.140,128,420,209,157,585,310,594,465,624,454,387,210,127,420,208,157,584,310,594,465,623,454,386,210,
11:55:19.231,128,420,209,157,585,310,594,465,624,454,387,210,127,420,208,157,584,310,593,465,623,454,386,210,
11:55:19.321,127,420,209,157,584,310,624,454,594,465,386,210,127,420,208,157,583,310,624,454,594,465,385,210,
11:55:19.412,127,420,209,157,584,310,594,465,624,454,386,210,126,420,208,157,583,309,593,465,623,454,385,210,
11:55:19.502,127,420,209,157,584,310,624,455,594,465,386,210,127,420,209,157,584,310,624,455,594,464,386,210,
11:55:19.592,128,420,209,157,585,310,594,465,387,210,624,455,128,420,209,157,585,310,594,465,387,210,624,455,
11:55:19.682,128,420,209,158,585,310,594,465,387,210,624,455,126,420,207,158,584,310,593,465,386,210,623,455,
11:55:19.773,126,421,584,311,215,155,593,465,624,455,642,220,124,421,583,311,213,154,592,465,624,455,642,220,
11:55:19.862,584,311,207,158,125,422,593,466,642,220,624,456,585,311,208,158,125,422,594,466,643,220,625,456,
11:55:19.953,125,422,208,158,585,311,643,220,625,456,594,466,123,422,206,157,585,311,643,219,625,456,594,466,
11:55:20.043,124,422,207,157,585,311,386,210,595,467,644,220,121,422,205,156,585,310,385,209,595,467,644,219,
11:55:20.135,121,423,205,157,586,311,595,469,644,219,626,457,120,423,205,156,587,311,596,469,645,218,627,457,
11:55:20.225,121,423,587,311,627,458,206,156,645,219,596,469,117,424,586,311,626,459,202,155,644,218,595,470,
11:55:20.315,117,425,203,156,586,312,627,459,645,219,225,274,116,426,202,155,587,312,629,460,647,218,225,274,
11:55:20.407,117,426,588,312,203,155,629,460,597,469,647,219,114,427,589,312,201,154,630,461,598,469,648,218,
11:55:20.496,114,427,202,155,589,313,631,462,385,209,649,218,109,427,199,154,588,312,630,462,383,208,649,217,
11:55:20.586,110,428,589,312,199,154,630,462,598,473,383,208,106,429,589,312,196,153,631,463,598,474,381,207,
11:55:20.677,106,430,197,153,589,313,631,464,382,208,650,217,103,431,195,152,590,313,633,465,381,207,652,216,
11:55:20.767,103,431,591,313,202,150,634,466,652,217,601,476,100,432,592,313,201,149,635,467,653,216,601,477,
11:55:20.857,101,432,202,150,592,314,635,467,654,217,218,275,97,434,199,149,593,314,636,469,655,216,216,275,
11:55:20.949,97,435,193,152,594,315,656,217,642,480,382,208,92,436,190,151,595,315,658,216,643,482,381,207,
