Format Version,1.21,Take Name,keyboard_hatra_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 12.47.49 AM,Total Frames in Take,1825,Total Exported Frames,1825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
134,1.116667,0.365734,0.341219,1.027340
135,1.125000,0.365737,0.341199,1.027389
136,1.133333,0.365735,0.341191,1.027418
137,1.141667,0.365733,0.341203,1.027409
138,1.150000,0.365736,0.341216,1.027377
139,1.158333,0.365734,0.341215,1.027338
140,1.166667,0.365729,0.341230,1.027289
141,1.175000,0.365740,0.341234,1.027261
142,1.183333,0.365734,0.341243,1.027254
143,1.191667,0.365730,0.341236,1.027272
144,1.200000,0.365730,0.341231,1.027316
145,1.208333,0.365730,0.341224,1.027349
146,1.216667,0.365744,0.341207,1.027384
147,1.225000,0.365741,0.341203,1.027388
148,1.233333,0.365737,0.341214,1.027370
149,1.241667,0.365738,0.341221,1.027339
150,1.250000,0.365748,0.341219,1.027302
151,1.258333,0.365746,0.341230,1.027273
152,1.266667,0.365746,0.341242,1.027260
153,1.275000,0.365744,0.341229,1.027270
154,1.283333,0.365753,0.341219,1.027296
155,1.291667,0.365739,0.341223,1.027321
156,1.300000,0.365748,0.341219,1.027352
157,1.308333,0.365748,0.341213,1.027364
158,1.316667,0.365743,0.341218,1.027364
159,1.325000,0.365747,0.341221,1.027340
160,1.333333,0.365743,0.341232,1.027308
161,1.341667,0.365751,0.341225,1.027279
162,1.350000,0.365741,0.341239,1.027257
163,1.358333,0.365743,0.341238,1.027259
164,1.366667,0.365750,0.341234,1.027274
165,1.375000,0.365751,0.341230,1.027300
166,1.383333,0.365753,0.341226,1.027329
167,1.391667,0.365759,0.341216,1.027345
168,1.400000,0.365754,0.341218,1.027346
169,1.408333,0.365757,0.341227,1.027330
170,1.416667,0.365757,0.341238,1.027306
171,1.425000,0.365761,0.341238,1.027277
172,1.433333,0.365757,0.341245,1.027260
173,1.441667,0.365776,0.341239,1.027257
174,1.450000,0.365771,0.341244,1.027264
175,1.458333,0.365768,0.341234,1.027282
176,1.466667,0.365765,0.341232,1.027307
177,1.475000,0.365769,0.341233,1.027323
178,1.483333,0.365769,0.341234,1.027327
179,1.491667,0.365769,0.341232,1.027319
180,1.500000,0.365786,0.341233,1.027306
181,1.508333,0.365775,0.341243,1.027282
182,1.516667,0.365781,0.341242,1.027265
183,1.525000,0.365781,0.341250,1.027251
184,1.533333,0.365785,0.341249,1.027248
185,1.541667,0.365791,0.341252,1.027261
186,1.550000,0.365794,0.341243,1.027276
187,1.558333,0.365796,0.341243,1.027289
188,1.566667,0.365803,0.341240,1.027293
189,1.575000,0.365810,0.341245,1.027286
190,1.583333,0.365814,0.341247,1.027279
191,1.591667,0.365813,0.341252,1.027256
192,1.600000,0.365819,0.341261,1.027238
193,1.608333,0.365828,0.341256,1.027227
