Format Version,1.21,Take Name,monitor_elore,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 02.03.52 PM,Total Frames in Take,2271,Total Exported Frames,2271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
361,3.008333,0.362013,0.337649,0.279880
362,3.016667,0.362017,0.337644,0.279880
363,3.025000,0.362018,0.337639,0.279879
364,3.033333,0.362016,0.337642,0.279879
365,3.041667,0.362017,0.337643,0.279879
366,3.050000,0.362016,0.337637,0.279881
367,3.058333,0.362016,0.337640,0.279880
368,3.066667,0.362015,0.337640,0.279882
369,3.075000,0.362022,0.337641,0.279880
370,3.083333,0.362014,0.337638,0.279879
371,3.091667,0.362018,0.337640,0.279882
372,3.100000,0.362019,0.337646,0.279881
373,3.108333,0.362017,0.337643,0.279879
374,3.116667,0.362018,0.337642,0.279880
375,3.125000,0.362016,0.337638,0.279878
376,3.133333,0.362017,0.337640,0.279880
377,3.141667,0.362016,0.337643,0.279883
378,3.150000,0.362019,0.337639,0.279885
379,3.158333,0.362017,0.337642,0.279882
380,3.166667,0.362017,0.337643,0.279881
381,3.175000,0.362012,0.337644,0.279882
382,3.183333,0.362019,0.337634,0.279882
383,3.191667,0.362014,0.337644,0.279881
384,3.200000,0.362017,0.337640,0.279878
385,3.208333,0.362018,0.337640,0.279881
386,3.216667,0.362017,0.337634,0.279881
387,3.225000,0.362020,0.337642,0.279881
388,3.233333,0.362015,0.337642,0.279884
389,3.241667,0.362013,0.337643,0.279879
390,3.250000,0.362016,0.337639,0.279879
391,3.258333,0.362014,0.337642,0.279882
392,3.266667,0.362018,0.337642,0.279879
393,3.275000,0.362018,0.337644,0.279878
394,3.283333,0.362021,0.337638,0.279882
395,3.291667,0.362015,0.337639,0.279887
396,3.300000,0.362018,0.337637,0.279880
397,3.308333,0.362021,0.337641,0.279880
398,3.316667,0.362019,0.337642,0.279887
399,3.325000,0.362019,0.337639,0.279885
400,3.333333,0.362018,0.337636,0.279881
401,3.341667,0.362015,0.337640,0.279883
402,3.350000,0.362017,0.337640,0.279883
403,3.358333,0.362015,0.337643,0.279881
404,3.366667,0.362019,0.337642,0.279881
405,3.375000,0.362019,0.337645,0.279879
406,3.383333,0.362017,0.337637,0.279883
407,3.391667,0.362018,0.337639,0.279884
408,3.400000,0.362023,0.337640,0.279882
409,3.408333,0.362015,0.337643,0.279888
410,3.416667,0.362016,0.337636,0.279885
411,3.425000,0.362021,0.337636,0.279881
412,3.433333,0.362020,0.337646,0.279880
413,3.441667,0.362019,0.337640,0.279882
414,3.450000,0.362014,0.337632,0.279882
415,3.458333,0.362018,0.337639,0.279884
416,3.466667,0.362017,0.337641,0.279880
417,3.475000,0.362018,0.337642,0.279885
418,3.483333,0.362021,0.337638,0.279880
419,3.491667,0.362018,0.337636,0.279885
420,3.500000,0.362017,0.337645,0.279887
421,3.508333,0.362016,0.337639,0.279884
422,3.516667,0.362018,0.337634,0.279882
423,3.525000,0.362020,0.337642,0.279880
424,3.533333,0.362015,0.337644,0.279882
425,3.541667,0.362018,0.337641,0.279881
426,3.550000,0.362021,0.337633,0.279880
427,3.558333,0.362020,0.337641,0.279884
428,3.566667,0.362016,0.337641,0.279885
429,3.575000,0.362021,0.337640,0.279883
430,3.583333,0.362023,0.337639,0.279882
431,3.591667,0.362022,0.337638,0.279882
432,3.600000,0.362014,0.337643,0.279889
433,3.608333,0.362018,0.337641,0.279882
434,3.616667,0.362014,0.337635,0.279885
435,3.625000,0.362019,0.337645,0.279888
436,3.633333,0.362019,0.337640,0.279881
437,3.641667,0.362018,0.337634,0.279882
438,3.650000,0.362018,0.337630,0.279880
439,3.658333,0.362017,0.337639,0.279890
440,3.666667,0.362017,0.337643,0.279887
441,3.675000,0.362021,0.337637,0.279881
442,3.683333,0.362016,0.337634,0.279887
443,3.691667,0.362019,0.337638,0.279886
444,3.700000,0.362022,0.337643,0.279890
445,3.708333,0.362019,0.337642,0.279881
446,3.716667,0.362018,0.337634,0.279880
447,3.725000,0.362018,0.337636,0.279883
448,3.733333,0.362018,0.337635,0.279886
449,3.741667,0.362016,0.337642,0.279884
450,3.750000,0.362020,0.337642,0.279877
451,3.758333,0.362017,0.337639,0.279890
452,3.766667,0.362019,0.337635,0.279890
453,3.775000,0.362017,0.337634,0.279888
454,3.783333,0.362015,0.337645,0.279884
455,3.791667,0.362016,0.337643,0.279885
456,3.800000,0.362019,0.337635,0.279887
