Format Version,1.21,Take Name,mineral_water_elore,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 01.25.39 PM,Total Frames in Take,1790,Total Exported Frames,1790,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
273,2.275000,0.367863,0.342412,0.723428
274,2.283333,0.367874,0.342405,0.723425
275,2.291667,0.367871,0.342406,0.723426
276,2.300000,0.367865,0.342406,0.723429
277,2.308333,0.367872,0.342403,0.723432
278,2.316667,0.367871,0.342405,0.723432
279,2.325000,0.367868,0.342410,0.723437
280,2.333333,0.367872,0.342409,0.723436
281,2.341667,0.367867,0.342406,0.723432
282,2.350000,0.367868,0.342404,0.723430
283,2.358333,0.367868,0.342406,0.723428
284,2.366667,0.367868,0.342409,0.723428
285,2.375000,0.367868,0.342408,0.723426
286,2.383333,0.367868,0.342401,0.723431
287,2.391667,0.367867,0.342405,0.723431
288,2.400000,0.367868,0.342408,0.723432
289,2.408333,0.367870,0.342406,0.723438
290,2.416667,0.367867,0.342400,0.723440
291,2.425000,0.367867,0.342405,0.723432
292,2.433333,0.367867,0.342405,0.723436
293,2.441667,0.367865,0.342405,0.723437
294,2.450000,0.367873,0.342401,0.723426
295,2.458333,0.367865,0.342408,0.723429
296,2.466667,0.367862,0.342414,0.723431
297,2.475000,0.367861,0.342415,0.723423
298,2.483333,0.367867,0.342402,0.723427
299,2.491667,0.367868,0.342404,0.723434
300,2.500000,0.367862,0.342412,0.723427
301,2.508333,0.367863,0.342406,0.723436
302,2.516667,0.367868,0.342402,0.723431
303,2.525000,0.367869,0.342407,0.723434
304,2.533333,0.367866,0.342411,0.723435
305,2.541667,0.367861,0.342409,0.723431
306,2.550000,0.367865,0.342406,0.723431
307,2.558333,0.367872,0.342401,0.723428
308,2.566667,0.367864,0.342409,0.723437
309,2.575000,0.367867,0.342403,0.723432
310,2.583333,0.367866,0.342409,0.723435
311,2.591667,0.367866,0.342409,0.723432
312,2.600000,0.367867,0.342407,0.723436
313,2.608333,0.367867,0.342402,0.723433
314,2.616667,0.367868,0.342404,0.723433
315,2.625000,0.367861,0.342410,0.723434
316,2.633333,0.367866,0.342408,0.723433
317,2.641667,0.367868,0.342408,0.723431
318,2.650000,0.367861,0.342407,0.723432
319,2.658333,0.367863,0.342407,0.723435
320,2.666667,0.367869,0.342402,0.723424
321,2.675000,0.367875,0.342402,0.723426
322,2.683333,0.367863,0.342411,0.723435
323,2.691667,0.367862,0.342407,0.723438
324,2.700000,0.367863,0.342402,0.723436
325,2.708333,0.367865,0.342409,0.723434
326,2.716667,0.367870,0.342410,0.723434
327,2.725000,0.367873,0.342402,0.723433
328,2.733333,0.367872,0.342401,0.723431
329,2.741667,0.367868,0.342407,0.723434
330,2.750000,0.367870,0.342402,0.723433
331,2.758333,0.367869,0.342411,0.723433
332,2.766667,0.367872,0.342402,0.723434
333,2.775000,0.367867,0.342408,0.723436
334,2.783333,0.367869,0.342400,0.723432
335,2.791667,0.367869,0.342401,0.723438
336,2.800000,0.367865,0.342403,0.723442
337,2.808333,0.367872,0.342402,0.723433
338,2.816667,0.367869,0.342403,0.723435
339,2.825000,0.367869,0.342408,0.723428
340,2.833333,0.367868,0.342400,0.723428
341,2.841667,0.367862,0.342408,0.723434
342,2.850000,0.367865,0.342401,0.723430
343,2.858333,0.367864,0.342407,0.723433
344,2.866667,0.367864,0.342408,0.723435
345,2.875000,0.367872,0.342400,0.723435
346,2.883333,0.367869,0.342409,0.723433
347,2.891667,0.367871,0.342401,0.723430
348,2.900000,0.367870,0.342404,0.723435
349,2.908333,0.367861,0.342410,0.723435
350,2.916667,0.367867,0.342404,0.723430
351,2.925000,0.367866,0.342401,0.723429
352,2.933333,0.367870,0.342406,0.723426
353,2.941667,0.367875,0.342410,0.723437
354,2.950000,0.367870,0.342403,0.723436
355,2.958333,0.367868,0.342403,0.723438
356,2.966667,0.367865,0.342411,0.723436
357,2.975000,0.367866,0.342405,0.723435
358,2.983333,0.367865,0.342406,0.723435
359,2.991667,0.367873,0.342402,0.723430
360,3.000000,0.367867,0.342408,0.723436
361,3.008333,0.367865,0.342402,0.723433
362,3.016667,0.367865,0.342399,0.723431
363,3.025000,0.367867,0.342408,0.723436
